post_id,post_text,comment_id,comment_text,like_count,created_at,platform,category,reply_count,parent_id,video_view_count,is_top_comment
4pECrxOTevs,품격상실해당행위  #뉴스n #시사 #이슈 #글로벌이슈브리핑 #실시간뉴스 #뉴스브리핑 #뉴스 #news,UgxFS3B3nOuF0gbwCTd4AaABAg,"김현주님 정신 차리소
품격 지켜주세요 공천 받고 싶나봐요 ㅋ
장동혁 지지합니다",31,2026-07-11T05:03:07Z,youtube,social_issues,0,,6731,1
4pECrxOTevs,품격상실해당행위  #뉴스n #시사 #이슈 #글로벌이슈브리핑 #실시간뉴스 #뉴스브리핑 #뉴스 #news,UgynBdLJfDgJp4Yz3Zx4AaABAg,장대표 잘하고  계십니다  장동혁 화이팅,33,2026-07-11T05:12:46Z,youtube,social_issues,0,,6731,1
4pECrxOTevs,품격상실해당행위  #뉴스n #시사 #이슈 #글로벌이슈브리핑 #실시간뉴스 #뉴스브리핑 #뉴스 #news,UgwwskptaTJALk0ZF8l4AaABAg,장대표님으뭔합니다❤해당행위조경태한똘만이 국힘퇴출,41,2026-07-11T03:45:59Z,youtube,social_issues,0,,6731,1
4pECrxOTevs,품격상실해당행위  #뉴스n #시사 #이슈 #글로벌이슈브리핑 #실시간뉴스 #뉴스브리핑 #뉴스 #news,UgwqO4su_7dZ59kb3Bh4AaABAg,"한동훈 강남 좌파 배신자 입니다
보수망친 꼴도보기 싫어요",33,2026-07-11T03:52:39Z,youtube,social_issues,0,,6731,1
4pECrxOTevs,품격상실해당행위  #뉴스n #시사 #이슈 #글로벌이슈브리핑 #실시간뉴스 #뉴스브리핑 #뉴스 #news,UgyxJ7BJOEPw32d6WnF4AaABAg,한동훈 같은자를 두둔하다니 실망스럽네요,21,2026-07-11T05:01:36Z,youtube,social_issues,0,,6731,1
4pECrxOTevs,품격상실해당행위  #뉴스n #시사 #이슈 #글로벌이슈브리핑 #실시간뉴스 #뉴스브리핑 #뉴스 #news,Ugwjhs8RtgRiDi9QL_J4AaABAg,잘알고목소리을내셔요,21,2026-07-11T04:19:45Z,youtube,social_issues,0,,6731,0
4pECrxOTevs,품격상실해당행위  #뉴스n #시사 #이슈 #글로벌이슈브리핑 #실시간뉴스 #뉴스브리핑 #뉴스 #news,UgzHHyV66E4lbFBK-bh4AaABAg,한동훈이 한짓은 가족범죄행위이고 찌질함의 극치입니다,16,2026-07-11T05:00:30Z,youtube,social_issues,0,,6731,0
4pECrxOTevs,품격상실해당행위  #뉴스n #시사 #이슈 #글로벌이슈브리핑 #실시간뉴스 #뉴스브리핑 #뉴스 #news,Ugw2SSWGiCHO0nliExN4AaABAg,"부정선거의 특검기자??

배신자 분탕자 국힘에떠나라

고소하라 고소해바 쓸때없는소리 하지말구",18,2026-07-11T04:37:08Z,youtube,social_issues,0,,6731,0
4pECrxOTevs,품격상실해당행위  #뉴스n #시사 #이슈 #글로벌이슈브리핑 #실시간뉴스 #뉴스브리핑 #뉴스 #news,UgyKBKO760LPbToGASt4AaABAg,여기댓글들 안보이냐?상식의 눈높이? 규탄? 헛소리그만해라!ㅋㅋㅋ,14,2026-07-11T05:00:43Z,youtube,social_issues,0,,6731,0
4pECrxOTevs,품격상실해당행위  #뉴스n #시사 #이슈 #글로벌이슈브리핑 #실시간뉴스 #뉴스브리핑 #뉴스 #news,UgypDMbq5FVFO3Rpsbx4AaABAg,"김연주씨 당게 사건이 범죄 행위 아닌가요?
일반 상식 좋아하네 ㅋㅋ",11,2026-07-11T05:19:50Z,youtube,social_issues,0,,6731,0
